Id,FileID,Domain,RepoName,FilePath,LineStart:LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category
8675,2316bb01,GitHub,81cd05d0,data/81cd05d0/src/c.java,139:139,F,F,,,F,F,,,,,0,0,F,F,F,
8676,93aa3091,GitHub,81cd05d0,data/81cd05d0/src/bk.java,615:615,F,F,,,F,F,,,,,0,0,F,F,F,
8677,e22477dd,GitHub,81cd05d0,data/81cd05d0/src/bd.java,855:855,F,F,,,F,F,,,,,0,0,F,F,F,
8678,b3fd3eaa,GitHub,81cd05d0,data/81cd05d0/src/ba.java,139:139,F,F,,,F,F,,,,,0,0,F,F,F,
8679,91eb9e36,GitHub,81cd05d0,data/81cd05d0/src/sm.java,1894:1894,F,F,,,F,F,,,,,0,0,F,F,F,
8680,cc762b89,GitHub,81cd05d0,data/81cd05d0/src/sr.java,273:273,F,F,,,F,F,,,,,0,0,F,F,F,
8681,e953f0a7,GitHub,81cd05d0,data/81cd05d0/src/bb.java,327:327,F,F,,,F,F,,,,,0,0,F,F,F,
8682,d20b625d,GitHub,81cd05d0,data/81cd05d0/src/sn.java,86:86,F,F,,,F,F,,,,,0,0,F,F,F,
8683,b2c1e0a3,GitHub,81cd05d0,data/81cd05d0/src/bc.java,185:185,F,F,,,F,F,,,,,0,0,F,F,F,
8684,b2c1e0a3,GitHub,81cd05d0,data/81cd05d0/src/bc.java,183:183,F,F,,,F,F,,,,,0,0,F,F,F,
8685,918cd475,GitHub,81cd05d0,data/81cd05d0/src/su.java,457:457,F,F,,,F,F,,,,,0,0,F,F,F,
8686,f010ec3c,GitHub,81cd05d0,data/81cd05d0/src/bl.java,666:666,F,F,,,F,F,,,,,0,0,F,F,F,
8687,193fad4c,GitHub,81cd05d0,data/81cd05d0/src/bs.java,190:190,F,F,,,F,F,,,,,0,0,F,F,F,
8688,46b28a4b,GitHub,81cd05d0,data/81cd05d0/src/b.java,1126:1126,F,F,,,F,F,,,,,0,0,F,F,F,
8689,9d0bf016,GitHub,81cd05d0,data/81cd05d0/src/k.java,184:184,F,F,,,F,F,,,,,0,0,F,F,F,
8690,2ce04b78,GitHub,81cd05d0,data/81cd05d0/src/n.java,352:352,F,F,,,F,F,,,,,0,0,F,F,F,
8691,34d4440a,GitHub,81cd05d0,data/81cd05d0/src/l.java,210:210,F,F,,,F,F,,,,,0,0,F,F,F,
8692,8dc67106,GitHub,81cd05d0,data/81cd05d0/src/x.java,418:418,F,F,,,F,F,,,,,0,0,F,F,F,
8693,2718f7a9,GitHub,81cd05d0,data/81cd05d0/src/bq.java,200:200,F,F,,,F,F,,,,,0,0,F,F,F,
8717,fc172e68,GitHub,81cd05d0,data/81cd05d0/src/sd.java,134:134,F,F,,,F,F,,,,,0,0,F,F,F,
8718,41d17ce0,GitHub,81cd05d0,data/81cd05d0/test/sy.java,482:482,F,F,,,F,F,,,,,0,0,F,F,F,
8719,763c5ea0,GitHub,81cd05d0,data/81cd05d0/src/bm.java,517:517,F,F,,,F,F,,,,,0,0,F,F,F,
8720,35e88ec8,GitHub,81cd05d0,data/81cd05d0/src/a.java,663:663,F,F,,,F,F,,,,,0,0,F,F,F,
8721,193fad4c,GitHub,81cd05d0,data/81cd05d0/src/bs.java,192:192,F,F,,,F,F,,,,,0,0,F,F,F,
8722,ec90073f,GitHub,81cd05d0,data/81cd05d0/src/bp.java,190:190,F,F,,,F,F,,,,,0,0,F,F,F,
8751,d995ef7b,GitHub,81cd05d0,data/81cd05d0/src/sp.java,244:244,F,F,,,F,F,,,,,0,0,F,F,F,
8752,87ba1740,GitHub,81cd05d0,data/81cd05d0/src/bx.java,2341:2341,F,F,,,F,F,,,,,0,0,F,F,F,
8753,6dc3b579,GitHub,81cd05d0,data/81cd05d0/src/sv.java,120:120,F,F,,,F,F,,,,,0,0,F,F,F,
8754,a0d90924,GitHub,81cd05d0,data/81cd05d0/src/bv.java,337:337,F,F,,,F,F,,,,,0,0,F,F,F,
8755,48ecb906,GitHub,81cd05d0,data/81cd05d0/src/bw.java,344:344,F,F,,,F,F,,,,,0,0,F,F,F,
8756,3aa9b1fe,GitHub,81cd05d0,data/81cd05d0/src/j.java,246:246,F,F,,,F,F,,,,,0,0,F,F,F,
8757,e953f0a7,GitHub,81cd05d0,data/81cd05d0/src/bb.java,329:329,F,F,,,F,F,,,,,0,0,F,F,F,
8758,01e8c867,GitHub,81cd05d0,data/81cd05d0/src/be.java,297:297,F,F,,,F,F,,,,,0,0,F,F,F,
8759,ae6e65e7,GitHub,81cd05d0,data/81cd05d0/src/bu.java,237:237,F,F,,,F,F,,,,,0,0,F,F,F,
8760,8865e499,GitHub,81cd05d0,data/81cd05d0/src/sl.java,218:218,F,F,,,F,F,,,,,0,0,F,F,F,
8761,35e88ec8,GitHub,81cd05d0,data/81cd05d0/src/a.java,661:661,F,F,,,F,F,,,,,0,0,F,F,F,
8762,d73d55b1,GitHub,81cd05d0,data/81cd05d0/src/br.java,317:317,F,F,,,F,F,,,,,0,0,F,F,F,
8763,68310622,GitHub,81cd05d0,data/81cd05d0/src/sg.java,386:386,F,F,,,F,F,,,,,0,0,F,F,F,
8765,148fcfd2,GitHub,81cd05d0,data/81cd05d0/src/sx.java,386:386,F,F,,,F,F,,,,,0,0,F,F,F,
8766,c7cc9ab2,GitHub,81cd05d0,data/81cd05d0/src/i.java,519:519,F,F,,,F,F,,,,,0,0,F,F,F,
8767,97a58b4d,GitHub,81cd05d0,data/81cd05d0/src/e.java,235:235,F,F,,,F,F,,,,,0,0,F,F,F,
8768,3cb004c1,GitHub,81cd05d0,data/81cd05d0/src/sc.java,132:132,F,F,,,F,F,,,,,0,0,F,F,F,
8769,46b28a4b,GitHub,81cd05d0,data/81cd05d0/src/b.java,1110:1110,F,F,,,F,F,,,,,0,0,F,F,F,
8770,4b599382,GitHub,81cd05d0,data/81cd05d0/src/sz.java,475:475,F,F,,,F,F,,,,,0,0,F,F,F,
8771,82656963,GitHub,81cd05d0,data/81cd05d0/other/ta.java,287:287,F,F,,,F,F,,,,,0,0,F,F,F,
8772,cbcdead5,GitHub,81cd05d0,data/81cd05d0/src/bo.java,2627:2627,F,F,,,F,F,,,,,0,0,F,F,F,
8773,57b3657b,GitHub,81cd05d0,data/81cd05d0/src/w.java,571:571,F,F,,,F,F,,,,,0,0,F,F,F,
8774,8b649de6,GitHub,81cd05d0,data/81cd05d0/src/f.java,91:91,F,F,,,F,F,,,,,0,0,F,F,F,
8775,4b2fdbbf,GitHub,81cd05d0,data/81cd05d0/src/by.java,161:161,F,F,,,F,F,,,,,0,0,F,F,F,
8776,3ce20036,GitHub,81cd05d0,data/81cd05d0/src/g.java,153:153,F,F,,,F,F,,,,,0,0,F,F,F,
8777,43c18677,GitHub,81cd05d0,data/81cd05d0/src/sq.java,101:101,F,F,,,F,F,,,,,0,0,F,F,F,
8778,e10fed3a,GitHub,81cd05d0,data/81cd05d0/src/d.java,231:231,F,F,,,F,F,,,,,0,0,F,F,F,
11789,588ff839,GitHub,81cd05d0,data/81cd05d0/src/o.java,3313:3313,F,F,,,F,F,,,,,0,0,F,F,F,
13422,0958785d,GitHub,81cd05d0,data/81cd05d0/src/se.java,934:934,F,F,,,F,F,,,,,0,0,F,F,F,
13425,0412f97c,GitHub,81cd05d0,data/81cd05d0/src/t.java,42:42,F,F,,,F,F,,,,,0,0,F,F,F,
13431,7e59c74d,GitHub,81cd05d0,data/81cd05d0/src/p.java,41:41,F,F,,,F,F,,,,,0,0,F,F,F,
13439,463bcc8a,GitHub,81cd05d0,data/81cd05d0/src/sj.java,28:28,F,F,,,F,F,,,,,0,0,F,F,F,
13440,6f66e265,GitHub,81cd05d0,data/81cd05d0/src/si.java,30:30,F,F,,,F,F,,,,,0,0,F,F,F,
13450,a57354f1,GitHub,81cd05d0,data/81cd05d0/src/u.java,30:30,F,F,,,F,F,,,,,0,0,F,F,F,
13451,0412f97c,GitHub,81cd05d0,data/81cd05d0/src/t.java,33:33,F,F,,,F,F,,,,,0,0,F,F,F,
13457,254c7e39,GitHub,81cd05d0,data/81cd05d0/src/s.java,30:30,F,F,,,F,F,,,,,0,0,F,F,F,
13458,f4403e98,GitHub,81cd05d0,data/81cd05d0/src/r.java,30:30,F,F,,,F,F,,,,,0,0,F,F,F,
13459,5af86f05,GitHub,81cd05d0,data/81cd05d0/src/q.java,30:30,F,F,,,F,F,,,,,0,0,F,F,F,
13461,7e59c74d,GitHub,81cd05d0,data/81cd05d0/src/p.java,33:33,F,F,,,F,F,,,,,0,0,F,F,F,
13497,463bcc8a,GitHub,81cd05d0,data/81cd05d0/src/sj.java,44:44,F,F,,,F,F,,,,,0,0,F,F,F,
13529,463bcc8a,GitHub,81cd05d0,data/81cd05d0/src/sj.java,37:37,F,F,,,F,F,,,,,0,0,F,F,F,
13530,6f66e265,GitHub,81cd05d0,data/81cd05d0/src/si.java,73:73,F,F,,,F,F,,,,,0,0,F,F,F,
13532,a57354f1,GitHub,81cd05d0,data/81cd05d0/src/u.java,75:75,F,F,,,F,F,,,,,0,0,F,F,F,
13533,254c7e39,GitHub,81cd05d0,data/81cd05d0/src/s.java,70:70,F,F,,,F,F,,,,,0,0,F,F,F,
13536,f4403e98,GitHub,81cd05d0,data/81cd05d0/src/r.java,70:70,F,F,,,F,F,,,,,0,0,F,F,F,
13537,5af86f05,GitHub,81cd05d0,data/81cd05d0/src/q.java,70:70,F,F,,,F,F,,,,,0,0,F,F,F,
13879,976e7b1c,GitHub,81cd05d0,data/81cd05d0/src/v.java,61:61,F,F,,,F,F,,,,,0,0,F,F,F,
13915,588ff839,GitHub,81cd05d0,data/81cd05d0/src/o.java,3296:3296,F,F,,,F,F,,,,,0,0,F,F,F,
13917,588ff839,GitHub,81cd05d0,data/81cd05d0/src/o.java,2056:2056,F,F,,,F,F,,,,,0,0,F,F,F,
14523,463bcc8a,GitHub,81cd05d0,data/81cd05d0/src/sj.java,35:35,F,F,,,F,F,,,,,0,0,F,F,F,
14583,ddf15e18,GitHub,81cd05d0,data/81cd05d0/src/bf.java,36:36,F,F,,,F,F,,,,,0,0,F,F,F,
14601,d8ecf00e,GitHub,81cd05d0,data/81cd05d0/src/bg.java,43:43,F,F,,,F,F,,,,,0,0,F,F,F,
14908,6f66e265,GitHub,81cd05d0,data/81cd05d0/src/si.java,71:71,F,F,,,F,F,,,,,0,0,F,F,F,
14911,a57354f1,GitHub,81cd05d0,data/81cd05d0/src/u.java,73:73,F,F,,,F,F,,,,,0,0,F,F,F,
14913,254c7e39,GitHub,81cd05d0,data/81cd05d0/src/s.java,68:68,F,F,,,F,F,,,,,0,0,F,F,F,
14914,5af86f05,GitHub,81cd05d0,data/81cd05d0/src/q.java,68:68,F,F,,,F,F,,,,,0,0,F,F,F,
14926,f4403e98,GitHub,81cd05d0,data/81cd05d0/src/r.java,68:68,F,F,,,F,F,,,,,0,0,F,F,F,
14962,254c7e39,GitHub,81cd05d0,data/81cd05d0/src/s.java,31:31,F,F,,,F,F,,,,,0,0,F,F,F,
14963,f4403e98,GitHub,81cd05d0,data/81cd05d0/src/r.java,31:31,F,F,,,F,F,,,,,0,0,F,F,F,
14964,5af86f05,GitHub,81cd05d0,data/81cd05d0/src/q.java,31:31,F,F,,,F,F,,,,,0,0,F,F,F,
15557,463bcc8a,GitHub,81cd05d0,data/81cd05d0/src/sj.java,24:24,F,F,,,F,F,,,,,0,0,F,F,F,
15836,1078705f,GitHub,81cd05d0,data/81cd05d0/src/ss.java,54:54,F,F,,,F,F,,,,,0,0,F,F,F,
15872,088d0e81,GitHub,81cd05d0,data/81cd05d0/src/sk.java,45:45,F,F,,,F,F,,,,,0,0,F,F,F,
15903,0c7b4045,GitHub,81cd05d0,data/81cd05d0/src/sw.java,726:726,F,F,,,F,F,,,,,0,0,F,F,F,
16102,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,164345:164345,F,F,,,F,F,,,,,0,0,F,F,F,
16109,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,163990:163990,F,F,,,F,F,,,,,0,0,F,F,F,
16339,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,163967:163967,F,F,,,F,F,,,,,0,0,F,F,F,
16728,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,164672:164672,F,F,,,F,F,,,,,0,0,F,F,F,
16729,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,164679:164679,F,F,,,F,F,,,,,0,0,F,F,F,
16735,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,164966:164966,F,F,,,F,F,,,,,0,0,F,F,F,
16738,021a7dd9,GitHub,81cd05d0,data/81cd05d0/src/ha.json,130154:130154,F,F,,,F,F,,,,,0,0,F,F,F,
18143,0c7b4045,GitHub,81cd05d0,data/81cd05d0/src/sw.java,727:727,F,F,,,F,F,,,,,0,0,F,F,F,
18612,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,164458:164458,F,F,,,F,F,,,,,0,0,F,F,F,
18614,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,164463:164463,F,F,,,F,F,,,,,0,0,F,F,F,
18616,6f8a2a14,GitHub,81cd05d0,data/81cd05d0/src/qq.json,13350:13350,F,F,,,F,F,,,,,0,0,F,F,F,
18620,6f8a2a14,GitHub,81cd05d0,data/81cd05d0/src/qq.json,13420:13420,F,F,,,F,F,,,,,0,0,F,F,F,
18703,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,164407:164407,F,F,,,F,F,,,,,0,0,F,F,F,
18776,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,164416:164416,F,F,,,F,F,,,,,0,0,F,F,F,
18780,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,163928:163928,F,F,,,F,F,,,,,0,0,F,F,F,
18864,bc39da73,GitHub,81cd05d0,data/81cd05d0/src/jp.json,164510:164510,F,F,,,F,F,,,,,0,0,F,F,F,
19568,631b3f02,GitHub,81cd05d0,data/81cd05d0/src/oa.json,291213:291213,F,F,,,F,F,,,,,0,0,F,F,F,
19569,05b12c99,GitHub,81cd05d0,data/81cd05d0/src/ms.json,6794:6794,F,F,,,F,F,,,,,0,0,F,F,F,
19636,6cc1dd8a,GitHub,81cd05d0,data/81cd05d0/src/mt.json,892:892,F,F,,,F,F,,,,,0,0,F,F,F,
19640,82290d65,GitHub,81cd05d0,data/81cd05d0/src/ob.json,12751:12751,F,F,,,F,F,,,,,0,0,F,F,F,
19641,c21f9f59,GitHub,81cd05d0,data/81cd05d0/src/eq.json,510:510,F,F,,,F,F,,,,,0,0,F,F,F,
20901,7657f890,GitHub,81cd05d0,data/81cd05d0/src/lp.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20902,735fe229,GitHub,81cd05d0,data/81cd05d0/src/ij.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20911,ea3b0e15,GitHub,81cd05d0,data/81cd05d0/src/hy.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20925,096e5c06,GitHub,81cd05d0,data/81cd05d0/src/hu.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20931,3a5ddc54,GitHub,81cd05d0,data/81cd05d0/src/ll.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20934,d3708f44,GitHub,81cd05d0,data/81cd05d0/src/op.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20936,637e8f83,GitHub,81cd05d0,data/81cd05d0/src/en.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20940,bf8b8147,GitHub,81cd05d0,data/81cd05d0/src/fp.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20943,2d9eb47a,GitHub,81cd05d0,data/81cd05d0/src/fc.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20944,82290d65,GitHub,81cd05d0,data/81cd05d0/src/ob.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20947,ec5466c3,GitHub,81cd05d0,data/81cd05d0/src/ld.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20948,3581f3d2,GitHub,81cd05d0,data/81cd05d0/src/qh.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20951,37b96da7,GitHub,81cd05d0,data/81cd05d0/src/fv.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20952,cf9f99af,GitHub,81cd05d0,data/81cd05d0/src/hq.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20959,d9a3da40,GitHub,81cd05d0,data/81cd05d0/src/lg.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20962,f02052a6,GitHub,81cd05d0,data/81cd05d0/src/cw.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20973,e53b56e1,GitHub,81cd05d0,data/81cd05d0/src/in.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20978,cfd84b38,GitHub,81cd05d0,data/81cd05d0/src/kz.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20981,f5ffa3ce,GitHub,81cd05d0,data/81cd05d0/src/rk.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20982,590e62cd,GitHub,81cd05d0,data/81cd05d0/src/co.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20984,bf2f356d,GitHub,81cd05d0,data/81cd05d0/src/ix.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20986,514f0447,GitHub,81cd05d0,data/81cd05d0/src/il.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20988,b754b3fa,GitHub,81cd05d0,data/81cd05d0/src/gx.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20989,e6f6a50c,GitHub,81cd05d0,data/81cd05d0/src/lz.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20990,b0e7014d,GitHub,81cd05d0,data/81cd05d0/src/kt.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20993,0f0b2fcc,GitHub,81cd05d0,data/81cd05d0/src/rz.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
20994,ebac5574,GitHub,81cd05d0,data/81cd05d0/src/fa.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21004,d9a9a99d,GitHub,81cd05d0,data/81cd05d0/src/he.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21010,775e11ed,GitHub,81cd05d0,data/81cd05d0/src/jy.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21020,60525b50,GitHub,81cd05d0,data/81cd05d0/src/gr.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21021,24c778a2,GitHub,81cd05d0,data/81cd05d0/src/ia.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21022,51c3a206,GitHub,81cd05d0,data/81cd05d0/src/eu.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21023,8d2732c5,GitHub,81cd05d0,data/81cd05d0/src/qt.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21035,56f0e133,GitHub,81cd05d0,data/81cd05d0/src/ic.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21048,86b79426,GitHub,81cd05d0,data/81cd05d0/src/ph.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21049,a59d1c73,GitHub,81cd05d0,data/81cd05d0/src/qd.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21086,e7898e24,GitHub,81cd05d0,data/81cd05d0/src/qf.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21087,593fd54d,GitHub,81cd05d0,data/81cd05d0/src/oe.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21090,638cfcc0,GitHub,81cd05d0,data/81cd05d0/src/es.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21091,cd5e8328,GitHub,81cd05d0,data/81cd05d0/src/nb.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21099,36a09526,GitHub,81cd05d0,data/81cd05d0/src/on.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21113,66c0a52a,GitHub,81cd05d0,data/81cd05d0/src/qp.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21114,d05e4400,GitHub,81cd05d0,data/81cd05d0/src/gm.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21119,84c79123,GitHub,81cd05d0,data/81cd05d0/src/jq.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21120,2b7dd7cd,GitHub,81cd05d0,data/81cd05d0/src/ej.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21121,97de118f,GitHub,81cd05d0,data/81cd05d0/src/jv.json,5:5,F,F,,,F,F,,,,,0,0,F,F,F,
21123,6cc1dd8a,GitHub,81cd05d0,data/81cd05d0/src/mt.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21124,ec810633,GitHub,81cd05d0,data/81cd05d0/src/hw.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21125,cd34dfa0,GitHub,81cd05d0,data/81cd05d0/src/dq.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21134,249db4b3,GitHub,81cd05d0,data/81cd05d0/src/qr.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21136,c8e8aed1,GitHub,81cd05d0,data/81cd05d0/src/qv.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21137,e30217a7,GitHub,81cd05d0,data/81cd05d0/src/iz.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21138,da035076,GitHub,81cd05d0,data/81cd05d0/src/hg.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21141,327e241b,GitHub,81cd05d0,data/81cd05d0/src/ie.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21143,d28809a5,GitHub,81cd05d0,data/81cd05d0/src/gv.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21146,770aff11,GitHub,81cd05d0,data/81cd05d0/src/cf.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21147,0628fce4,GitHub,81cd05d0,data/81cd05d0/src/oj.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21168,ffc94b5c,GitHub,81cd05d0,data/81cd05d0/src/jj.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21169,ef58b342,GitHub,81cd05d0,data/81cd05d0/src/lr.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21191,c63bf4a5,GitHub,81cd05d0,data/81cd05d0/src/pj.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21192,d97a3392,GitHub,81cd05d0,data/81cd05d0/src/ec.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21193,3cb16807,GitHub,81cd05d0,data/81cd05d0/src/rf.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21194,bbd6971f,GitHub,81cd05d0,data/81cd05d0/src/hs.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21195,133ffe8b,GitHub,81cd05d0,data/81cd05d0/src/cc.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21204,afd5eda9,GitHub,81cd05d0,data/81cd05d0/src/ip.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21215,c88cca72,GitHub,81cd05d0,data/81cd05d0/src/gz.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
21219,f9a1b772,GitHub,81cd05d0,data/81cd05d0/src/nl.json,4:4,F,F,,,F,F,,,,,0,0,F,F,F,
